age,income,employment_type,credit_history_bad,prev_loans,loan_amount,loan_term_days,region,education,default
,44515.0,наемный,0.0,2.0,22159,30,НСК,среднее_специальное,0
58.0,62665.0,ИП,0.0,4.0,18569,7,СПб,высшее,0
28.0,37410.0,наемный,1.0,1.0,10059,7,СПб,высшее,0
21.0,24381.0,наемный,0.0,0.0,4086,14,ЕКБ,среднее,0
51.0,10320.0,безработный,0.0,,2019,14,НСК,высшее,0
55.0,13534.0,пенсионер,0.0,1.0,5205,14,Москва,высшее,0
63.0,33328.0,наемный,0.0,1.0,10463,30,ЕКБ,среднее_специальное,0
21.0,25332.0,пенсионер,0.0,3.0,6161,7,НСК,среднее,0
55.0,63587.0,ИП,1.0,0.0,13913,30,ЕКБ,среднее,0
36.0,42804.0,пенсионер,0.0,2.0,7717,14,НСК,высшее,0
23.0,34625.0,наемный,0.0,2.0,3931,30,НСК,высшее,1
51.0,47746.0,наемный,0.0,0.0,23436,21,НСК,неоконченное,0
35.0,13059.0,студент,0.0,3.0,5239,7,Москва,высшее,1
30.0,37959.0,пенсионер,1.0,1.0,17884,21,СПб,среднее_специальное,0
58.0,45762.0,наемный,0.0,0.0,12127,14,Москва,неоконченное,0
40.0,29915.0,наемный,0.0,,13394,30,НСК,среднее,1
36.0,22769.0,наемный,0.0,2.0,4610,30,Москва,высшее,0
62.0,43112.0,наемный,0.0,2.0,13103,7,НСК,,0
28.0,34715.0,наемный,0.0,5.0,6283,14,ЕКБ,,1
18.0,30196.0,наемный,0.0,,12324,14,НСК,высшее,0
41.0,12324.0,пенсионер,0.0,2.0,3685,14,СПб,среднее_специальное,0
24.0,41609.0,наемный,0.0,3.0,13086,14,НСК,высшее,0
42.0,75077.0,ИП,0.0,1.0,33317,14,НСК,высшее,0
38.0,35913.0,наемный,1.0,2.0,14210,30,ЕКБ,среднее,1
32.0,45902.0,наемный,0.0,4.0,22331,7,СПб,среднее_специальное,0
18.0,38977.0,наемный,0.0,5.0,10217,14,НСК,среднее_специальное,0
29.0,27106.0,наемный,1.0,1.0,7713,14,Москва,неоконченное,0
24.0,22348.0,безработный,0.0,2.0,7735,14,НСК,неоконченное,0
32.0,14053.0,пенсионер,0.0,3.0,3953,21,НСК,среднее,1
38.0,40216.0,,0.0,1.0,10771,14,Москва,среднее_специальное,0
36.0,36584.0,,0.0,1.0,8642,14,НСК,среднее_специальное,0
46.0,48930.0,наемный,0.0,2.0,21174,21,ЕКБ,высшее,1
42.0,14418.0,пенсионер,0.0,0.0,4518,30,Москва,высшее,0
50.0,18908.0,безработный,0.0,2.0,6484,7,НСК,,0
66.0,31602.0,наемный,0.0,0.0,5739,7,НСК,среднее_специальное,0
49.0,54888.0,ИП,0.0,3.0,11016,14,ЕКБ,среднее_специальное,0
66.0,5000.0,пенсионер,1.0,2.0,1179,30,СПб,среднее_специальное,0
,60920.0,,0.0,2.0,17432,14,ЕКБ,высшее,0
61.0,45505.0,наемный,0.0,0.0,5350,7,Москва,среднее_специальное,1
55.0,5000.0,студент,0.0,0.0,2276,7,ЕКБ,среднее,1
43.0,5000.0,безработный,0.0,2.0,2307,30,СПб,высшее,1
28.0,35043.0,наемный,0.0,6.0,12779,14,Москва,среднее_специальное,0
52.0,47168.0,наемный,0.0,2.0,10679,14,НСК,среднее_специальное,0
25.0,21079.0,наемный,0.0,1.0,5356,21,Москва,среднее,0
63.0,38584.0,наемный,0.0,0.0,15187,30,Москва,неоконченное,0
31.0,77706.0,ИП,1.0,1.0,16669,14,НСК,высшее,0
27.0,28660.0,наемный,0.0,2.0,9846,21,ЕКБ,среднее_специальное,0
19.0,15803.0,безработный,0.0,0.0,7309,14,НСК,среднее_специальное,1
63.0,47033.0,пенсионер,0.0,2.0,12425,21,НСК,высшее,0
26.0,46321.0,наемный,0.0,2.0,15509,14,НСК,среднее_специальное,1
20.0,41259.0,наемный,0.0,5.0,19450,30,Москва,среднее,0
38.0,45066.0,наемный,0.0,2.0,10646,14,СПб,среднее_специальное,0
43.0,55991.0,ИП,0.0,2.0,22612,21,ЕКБ,среднее_специальное,0
,52996.0,наемный,0.0,1.0,21306,21,Москва,среднее_специальное,0
65.0,56006.0,ИП,1.0,1.0,26401,30,НСК,высшее,0
19.0,5408.0,пенсионер,1.0,0.0,2398,21,ЕКБ,,1
23.0,36086.0,наемный,0.0,0.0,14417,14,СПб,высшее,0
45.0,5000.0,студент,1.0,1.0,1773,7,ЕКБ,,1
46.0,7188.0,студент,1.0,3.0,1412,30,НСК,среднее_специальное,1
43.0,37409.0,наемный,1.0,1.0,13776,30,ЕКБ,среднее_специальное,1
42.0,51974.0,,0.0,2.0,10944,14,НСК,неоконченное,1
,16952.0,студент,1.0,1.0,4678,14,НСК,среднее,1
22.0,12632.0,студент,0.0,0.0,4849,21,НСК,среднее_специальное,1
51.0,39970.0,наемный,0.0,3.0,14787,7,ЕКБ,высшее,0
65.0,29411.0,,1.0,2.0,7660,7,НСК,среднее_специальное,0
54.0,18188.0,наемный,1.0,3.0,3147,14,ЕКБ,среднее,1
32.0,11131.0,студент,0.0,2.0,3268,21,НСК,высшее,0
61.0,47946.0,наемный,1.0,1.0,9972,30,НСК,среднее_специальное,0
53.0,38916.0,наемный,0.0,2.0,7867,7,Москва,среднее_специальное,0
32.0,19651.0,пенсионер,0.0,1.0,4533,30,СПб,,0
60.0,44645.0,наемный,0.0,2.0,17076,14,ЕКБ,среднее,0
65.0,59166.0,ИП,1.0,0.0,17685,30,Москва,,1
40.0,56857.0,,1.0,1.0,14172,7,НСК,среднее_специальное,0
23.0,37327.0,пенсионер,1.0,2.0,17179,14,НСК,среднее_специальное,0
63.0,49595.0,наемный,0.0,3.0,18980,14,НСК,среднее,0
67.0,67577.0,ИП,0.0,1.0,20128,14,ЕКБ,высшее,0
61.0,47098.0,ИП,0.0,3.0,12646,30,ЕКБ,высшее,1
60.0,46629.0,наемный,0.0,0.0,19936,30,НСК,среднее_специальное,0
62.0,43763.0,наемный,0.0,3.0,7403,21,ЕКБ,,1
38.0,46064.0,наемный,0.0,3.0,16843,14,НСК,среднее_специальное,1
40.0,44926.0,наемный,0.0,1.0,4870,14,ЕКБ,среднее_специальное,0
60.0,29527.0,пенсионер,1.0,3.0,3034,14,НСК,высшее,0
33.0,52008.0,пенсионер,0.0,0.0,24584,21,ЕКБ,,0
64.0,39238.0,наемный,1.0,2.0,11990,14,Москва,,0
32.0,69363.0,ИП,0.0,3.0,15679,30,Москва,среднее_специальное,0
42.0,,ИП,0.0,0.0,23104,14,ЕКБ,высшее,0
53.0,32906.0,пенсионер,0.0,5.0,16253,7,СПб,неоконченное,1
28.0,49393.0,наемный,0.0,2.0,5619,30,Москва,высшее,0
68.0,43644.0,наемный,0.0,2.0,5027,21,Москва,среднее,0
32.0,56692.0,наемный,0.0,1.0,25052,14,НСК,среднее_специальное,0
21.0,31157.0,наемный,1.0,2.0,10053,30,Москва,среднее_специальное,1
38.0,35127.0,наемный,1.0,1.0,15915,30,НСК,,0
30.0,,наемный,0.0,2.0,15916,30,НСК,среднее_специальное,0
39.0,48808.0,наемный,0.0,4.0,14068,30,Москва,среднее_специальное,0
36.0,16794.0,безработный,1.0,4.0,2763,14,Москва,среднее_специальное,1
51.0,52857.0,наемный,,1.0,13528,14,Москва,,0
31.0,33383.0,наемный,0.0,5.0,13849,21,СПб,неоконченное,0
21.0,28594.0,наемный,1.0,3.0,5534,14,НСК,,0
65.0,43081.0,наемный,0.0,0.0,16583,21,СПб,среднее,0
69.0,39228.0,наемный,0.0,5.0,7803,30,НСК,,0
63.0,45428.0,наемный,0.0,0.0,12965,14,ЕКБ,среднее_специальное,0
44.0,39725.0,наемный,0.0,3.0,5330,14,ЕКБ,среднее,0
46.0,36599.0,наемный,0.0,,10320,14,ЕКБ,неоконченное,0
64.0,39250.0,наемный,0.0,0.0,13544,14,,среднее_специальное,0
45.0,40288.0,наемный,1.0,1.0,13106,14,НСК,неоконченное,0
52.0,21950.0,,0.0,2.0,5763,21,ЕКБ,высшее,1
25.0,37968.0,наемный,0.0,1.0,9411,30,ЕКБ,высшее,0
33.0,35964.0,наемный,0.0,2.0,7558,21,ЕКБ,среднее_специальное,1
59.0,48566.0,наемный,0.0,1.0,19758,14,НСК,высшее,0
53.0,41940.0,наемный,0.0,0.0,17323,21,СПб,среднее,0
47.0,62567.0,наемный,1.0,0.0,18345,30,,неоконченное,0
35.0,41607.0,наемный,1.0,,10527,7,СПб,высшее,1
19.0,9491.0,безработный,0.0,3.0,3369,21,ЕКБ,среднее_специальное,1
66.0,66706.0,наемный,0.0,6.0,21552,14,НСК,высшее,0
30.0,44136.0,наемный,1.0,1.0,16193,21,СПб,высшее,0
21.0,34901.0,пенсионер,0.0,2.0,7762,7,ЕКБ,высшее,0
43.0,15921.0,студент,0.0,,6612,30,ЕКБ,среднее,1
42.0,46230.0,наемный,0.0,2.0,10480,7,ЕКБ,среднее,0
47.0,45356.0,наемный,1.0,2.0,12132,14,Москва,высшее,0
28.0,28979.0,наемный,0.0,3.0,4432,14,НСК,высшее,1
24.0,43675.0,наемный,,2.0,19310,21,ЕКБ,среднее_специальное,0
48.0,26751.0,наемный,0.0,0.0,9569,21,СПб,среднее,0
61.0,38256.0,наемный,0.0,1.0,7426,7,НСК,среднее_специальное,0
27.0,7743.0,безработный,0.0,3.0,3412,7,СПб,среднее_специальное,0
56.0,43574.0,наемный,0.0,0.0,16641,14,ЕКБ,,0
30.0,43341.0,наемный,0.0,2.0,11999,21,ЕКБ,среднее_специальное,0
48.0,44811.0,наемный,0.0,1.0,22223,30,НСК,высшее,0
24.0,27872.0,пенсионер,0.0,3.0,6546,14,СПб,среднее_специальное,0
66.0,33931.0,наемный,0.0,2.0,4744,14,Москва,среднее_специальное,1
59.0,57389.0,ИП,1.0,4.0,22575,14,СПб,неоконченное,0
59.0,49203.0,наемный,1.0,0.0,19819,14,ЕКБ,,0
53.0,50678.0,наемный,1.0,3.0,6263,21,Москва,среднее,0
37.0,28532.0,наемный,1.0,2.0,12205,14,СПб,,0
21.0,24690.0,наемный,0.0,0.0,10132,14,НСК,среднее_специальное,0
24.0,32731.0,наемный,0.0,0.0,15443,30,НСК,,0
18.0,50452.0,наемный,1.0,1.0,7437,30,ЕКБ,высшее,1
61.0,52148.0,наемный,0.0,3.0,17747,30,НСК,среднее_специальное,0
62.0,50752.0,ИП,0.0,,9529,14,Москва,среднее_специальное,0
59.0,43073.0,наемный,1.0,1.0,11189,7,НСК,среднее,0
64.0,58344.0,наемный,0.0,2.0,12020,21,Москва,среднее,0
30.0,44153.0,наемный,,0.0,12350,21,Москва,высшее,0
39.0,,ИП,0.0,1.0,10772,30,НСК,неоконченное,0
38.0,19987.0,студент,0.0,3.0,4425,7,НСК,среднее,1
39.0,30898.0,наемный,1.0,2.0,3966,30,СПб,неоконченное,0
45.0,38100.0,наемный,0.0,2.0,11305,14,НСК,среднее_специальное,1
26.0,40347.0,наемный,1.0,1.0,8822,14,ЕКБ,высшее,1
43.0,11041.0,студент,1.0,1.0,3711,14,,среднее,1
26.0,34163.0,пенсионер,0.0,3.0,9653,30,НСК,среднее,1
32.0,44086.0,наемный,0.0,1.0,8708,14,СПб,среднее_специальное,0
27.0,10637.0,наемный,0.0,1.0,1501,21,НСК,высшее,0
41.0,26871.0,наемный,0.0,1.0,10784,14,Москва,среднее_специальное,0
59.0,18126.0,наемный,1.0,5.0,6403,14,НСК,высшее,0
25.0,16753.0,безработный,0.0,1.0,1895,21,ЕКБ,среднее_специальное,0
41.0,42404.0,наемный,0.0,2.0,21021,14,,среднее,0
33.0,42832.0,наемный,0.0,2.0,15290,21,НСК,неоконченное,0
66.0,5410.0,безработный,0.0,3.0,989,14,Москва,среднее,0
,31741.0,пенсионер,1.0,0.0,13845,7,ЕКБ,высшее,1
44.0,47162.0,наемный,0.0,,21356,21,ЕКБ,высшее,1
54.0,47448.0,ИП,0.0,5.0,15632,30,Москва,среднее,0
21.0,25339.0,наемный,0.0,3.0,11509,7,,среднее_специальное,0
67.0,24998.0,пенсионер,1.0,4.0,2791,14,Москва,среднее,0
41.0,42917.0,пенсионер,1.0,0.0,20517,7,Москва,среднее_специальное,0
36.0,56997.0,наемный,1.0,4.0,7003,30,Москва,высшее,0
53.0,65634.0,ИП,0.0,3.0,23428,30,ЕКБ,среднее_специальное,0
56.0,,пенсионер,0.0,1.0,4218,14,ЕКБ,среднее,0
27.0,48868.0,наемный,1.0,3.0,5655,14,Москва,среднее,0
42.0,,наемный,1.0,2.0,16734,30,ЕКБ,высшее,1
35.0,,безработный,0.0,2.0,1128,14,СПб,неоконченное,0
,18560.0,наемный,,2.0,8194,14,НСК,среднее,1
53.0,41023.0,наемный,1.0,2.0,9522,14,,среднее,1
27.0,18701.0,пенсионер,0.0,2.0,7414,21,Москва,среднее,0
50.0,15964.0,безработный,0.0,1.0,3219,21,НСК,высшее,1
67.0,17006.0,наемный,0.0,1.0,5669,14,НСК,высшее,0
,41698.0,наемный,1.0,1.0,17505,14,НСК,среднее_специальное,0
64.0,15688.0,наемный,0.0,1.0,5121,14,Москва,среднее,1
66.0,50879.0,наемный,1.0,2.0,11326,14,НСК,неоконченное,1
52.0,45218.0,наемный,0.0,4.0,8743,7,Москва,неоконченное,0
61.0,12213.0,безработный,0.0,1.0,2075,14,ЕКБ,среднее_специальное,0
51.0,45627.0,наемный,0.0,3.0,19871,7,НСК,высшее,0
50.0,30219.0,,1.0,2.0,10406,30,ЕКБ,высшее,1
38.0,40723.0,наемный,0.0,0.0,12358,7,ЕКБ,среднее_специальное,0
34.0,17947.0,студент,0.0,1.0,3586,30,Москва,высшее,1
39.0,9057.0,наемный,1.0,0.0,2477,14,НСК,высшее,0
65.0,35527.0,наемный,0.0,4.0,12364,21,ЕКБ,высшее,0
54.0,39773.0,наемный,1.0,3.0,5120,30,НСК,среднее,1
32.0,38037.0,наемный,0.0,2.0,9291,14,СПб,среднее,0
52.0,54571.0,наемный,0.0,2.0,10685,21,НСК,высшее,0
45.0,28760.0,наемный,0.0,3.0,10313,21,НСК,среднее,1
24.0,33788.0,наемный,,0.0,11572,30,НСК,среднее,0
49.0,20841.0,наемный,0.0,2.0,4580,7,НСК,,0
28.0,55102.0,наемный,1.0,1.0,6427,14,Москва,среднее,0
27.0,37537.0,наемный,0.0,0.0,6498,30,ЕКБ,высшее,0
26.0,35615.0,наемный,0.0,1.0,5841,14,СПб,среднее_специальное,0
31.0,39475.0,наемный,0.0,2.0,12922,30,ЕКБ,среднее_специальное,0
30.0,46362.0,наемный,,4.0,7775,30,НСК,среднее,0
42.0,43473.0,наемный,0.0,2.0,12734,14,НСК,среднее_специальное,0
19.0,86478.0,,0.0,2.0,29905,7,НСК,высшее,0
52.0,44539.0,наемный,1.0,2.0,20123,14,Москва,неоконченное,0
24.0,35347.0,наемный,0.0,4.0,6999,7,СПб,высшее,1
38.0,34386.0,наемный,0.0,2.0,5995,14,,среднее,0
35.0,6072.0,студент,0.0,2.0,1027,30,,среднее_специальное,0
20.0,9981.0,пенсионер,0.0,1.0,2437,14,НСК,среднее,1
59.0,40398.0,наемный,0.0,3.0,14530,14,ЕКБ,среднее_специальное,1
56.0,47834.0,наемный,1.0,4.0,17638,14,Москва,среднее_специальное,0
58.0,33866.0,наемный,0.0,2.0,6244,21,Москва,среднее_специальное,0
66.0,31926.0,наемный,0.0,1.0,4868,14,ЕКБ,высшее,0
28.0,55159.0,наемный,1.0,1.0,15415,21,НСК,среднее,0
56.0,45735.0,,0.0,3.0,7156,14,,среднее_специальное,0
41.0,19321.0,наемный,1.0,2.0,8214,30,НСК,высшее,1
63.0,13470.0,пенсионер,0.0,0.0,1798,21,ЕКБ,неоконченное,0
36.0,24595.0,наемный,0.0,5.0,9858,7,Москва,среднее,1
21.0,28862.0,пенсионер,0.0,4.0,3378,7,СПб,высшее,0
43.0,11392.0,безработный,0.0,1.0,4816,7,СПб,высшее,0
55.0,37803.0,наемный,0.0,3.0,13263,14,Москва,среднее,1
59.0,51529.0,наемный,,0.0,11797,7,НСК,высшее,0
49.0,33086.0,наемный,,0.0,8675,14,НСК,среднее,0
56.0,47750.0,наемный,0.0,1.0,17641,14,ЕКБ,высшее,1
62.0,55113.0,наемный,0.0,3.0,9603,14,НСК,среднее,0
63.0,35443.0,наемный,0.0,1.0,16166,7,ЕКБ,,1
53.0,47370.0,наемный,0.0,0.0,13886,14,ЕКБ,высшее,0
57.0,7581.0,студент,0.0,6.0,3063,30,НСК,высшее,1
54.0,49240.0,наемный,0.0,1.0,14903,21,СПб,высшее,0
50.0,5000.0,студент,1.0,1.0,1404,14,НСК,высшее,1
53.0,23544.0,наемный,0.0,1.0,6777,21,Москва,среднее,0
20.0,11087.0,безработный,0.0,0.0,2719,7,НСК,среднее_специальное,1
26.0,31110.0,наемный,0.0,1.0,12229,14,ЕКБ,неоконченное,1
25.0,34832.0,наемный,0.0,3.0,15272,30,ЕКБ,высшее,0
50.0,22804.0,пенсионер,1.0,0.0,10073,21,ЕКБ,среднее_специальное,0
23.0,47200.0,наемный,0.0,0.0,7007,7,СПб,среднее,0
58.0,55923.0,ИП,0.0,2.0,22623,14,СПб,высшее,0
56.0,31761.0,наемный,0.0,1.0,5716,14,НСК,среднее,1
21.0,36484.0,наемный,1.0,0.0,3826,30,НСК,,0
30.0,32308.0,наемный,1.0,1.0,6790,14,Москва,среднее,0
66.0,5659.0,безработный,0.0,1.0,1228,7,НСК,,1
19.0,23869.0,наемный,0.0,3.0,10118,14,НСК,высшее,1
22.0,60694.0,ИП,1.0,1.0,24093,14,ЕКБ,высшее,0
61.0,19312.0,пенсионер,0.0,4.0,2585,14,НСК,среднее_специальное,0
44.0,49662.0,наемный,0.0,2.0,11441,7,СПб,среднее,0
49.0,25526.0,наемный,1.0,5.0,5118,14,Москва,высшее,1
38.0,9579.0,безработный,0.0,2.0,3239,21,ЕКБ,неоконченное,1
25.0,58129.0,наемный,0.0,4.0,18403,21,ЕКБ,среднее,0
55.0,30603.0,наемный,0.0,4.0,11371,21,НСК,среднее,1
25.0,37634.0,наемный,1.0,4.0,17473,21,СПб,среднее_специальное,0
67.0,27841.0,наемный,0.0,2.0,7473,30,СПб,среднее_специальное,0
,26515.0,наемный,1.0,2.0,9608,14,НСК,среднее_специальное,1
61.0,55473.0,наемный,0.0,0.0,25924,14,Москва,высшее,0
20.0,16710.0,безработный,1.0,1.0,5291,7,Москва,среднее_специальное,1
39.0,41336.0,наемный,1.0,4.0,9230,7,ЕКБ,среднее_специальное,1
23.0,23036.0,наемный,0.0,3.0,6016,7,ЕКБ,высшее,1
19.0,13587.0,студент,0.0,1.0,5459,30,ЕКБ,среднее,1
40.0,71574.0,ИП,0.0,1.0,27771,7,НСК,среднее,0
,36494.0,пенсионер,0.0,3.0,14574,7,НСК,среднее,0
19.0,46683.0,наемный,0.0,3.0,18548,14,Москва,высшее,0
55.0,5000.0,,1.0,1.0,2340,7,НСК,высшее,1
34.0,43131.0,наемный,0.0,1.0,17494,7,НСК,высшее,1
52.0,46675.0,наемный,0.0,1.0,20638,14,Москва,среднее,0
51.0,22055.0,наемный,0.0,,7266,30,НСК,среднее_специальное,1
40.0,28787.0,наемный,0.0,0.0,10296,7,ЕКБ,среднее_специальное,1
47.0,33881.0,пенсионер,0.0,5.0,16503,14,ЕКБ,среднее_специальное,0
69.0,48760.0,наемный,1.0,2.0,21850,30,ЕКБ,высшее,1
25.0,44514.0,ИП,0.0,3.0,18292,14,Москва,среднее,0
39.0,22950.0,безработный,1.0,1.0,8588,14,Москва,среднее_специальное,0
61.0,40953.0,наемный,1.0,0.0,9968,7,СПб,среднее,0
53.0,47810.0,наемный,1.0,3.0,15263,21,СПб,высшее,0
22.0,33654.0,наемный,0.0,0.0,4107,21,Москва,неоконченное,0
30.0,46451.0,наемный,0.0,1.0,12377,7,СПб,высшее,0
46.0,48438.0,наемный,0.0,,7011,30,НСК,среднее,0
48.0,6486.0,студент,0.0,2.0,2538,14,Москва,среднее_специальное,1
64.0,40177.0,наемный,1.0,1.0,18357,21,НСК,среднее,1
33.0,33514.0,наемный,0.0,1.0,5685,21,НСК,высшее,0
59.0,41516.0,пенсионер,0.0,4.0,8231,14,Москва,среднее,0
47.0,38797.0,наемный,0.0,,17179,21,НСК,неоконченное,1
,50779.0,ИП,0.0,1.0,16977,14,Москва,среднее_специальное,0
29.0,32841.0,наемный,0.0,1.0,11012,7,НСК,высшее,0
34.0,41267.0,наемный,0.0,0.0,13417,14,ЕКБ,среднее_специальное,1
33.0,47533.0,наемный,1.0,3.0,8903,7,Москва,высшее,1
29.0,26641.0,наемный,0.0,0.0,5256,30,СПб,среднее_специальное,1
25.0,58476.0,наемный,0.0,1.0,28060,30,Москва,высшее,1
37.0,18086.0,безработный,0.0,4.0,7042,7,НСК,среднее_специальное,1
20.0,44664.0,наемный,0.0,2.0,6082,14,ЕКБ,неоконченное,0
33.0,9028.0,студент,0.0,2.0,1707,14,ЕКБ,неоконченное,0
47.0,40192.0,наемный,,5.0,14101,14,ЕКБ,среднее_специальное,0
62.0,38517.0,наемный,0.0,4.0,8218,21,НСК,высшее,0
40.0,50177.0,,0.0,0.0,10070,14,,высшее,0
45.0,9920.0,студент,1.0,1.0,1794,14,,высшее,0
68.0,47670.0,,1.0,0.0,8308,21,СПб,неоконченное,0
57.0,35661.0,наемный,0.0,1.0,12314,7,НСК,высшее,0
22.0,26956.0,пенсионер,0.0,1.0,12462,7,Москва,высшее,0
37.0,31960.0,наемный,1.0,4.0,7812,7,ЕКБ,среднее,1
57.0,37165.0,пенсионер,0.0,2.0,5522,21,СПб,,0
61.0,31662.0,наемный,0.0,3.0,4740,14,Москва,среднее_специальное,0
18.0,11750.0,безработный,0.0,5.0,5563,30,Москва,среднее_специальное,1
47.0,6850.0,студент,0.0,2.0,2133,7,ЕКБ,высшее,0
38.0,56460.0,ИП,0.0,1.0,16176,14,ЕКБ,,0
37.0,47224.0,наемный,0.0,1.0,21548,7,ЕКБ,высшее,0
23.0,36833.0,наемный,0.0,2.0,11154,30,ЕКБ,среднее,0
39.0,23939.0,студент,1.0,2.0,6995,14,ЕКБ,среднее,1
35.0,,наемный,0.0,1.0,14974,14,СПб,неоконченное,0
25.0,41693.0,наемный,0.0,2.0,12081,30,СПб,среднее,0
56.0,52242.0,ИП,0.0,0.0,13394,7,НСК,высшее,0
49.0,44209.0,наемный,1.0,4.0,14706,14,ЕКБ,среднее_специальное,0
50.0,39840.0,наемный,0.0,2.0,19557,14,ЕКБ,среднее_специальное,0
33.0,38449.0,наемный,1.0,3.0,18668,14,НСК,,1
29.0,51884.0,наемный,0.0,2.0,21284,21,СПб,неоконченное,0
55.0,33456.0,наемный,0.0,2.0,10027,14,СПб,среднее,0
69.0,65865.0,ИП,1.0,1.0,29809,14,СПб,среднее_специальное,0
51.0,32310.0,наемный,1.0,3.0,8651,21,Москва,,1
31.0,26126.0,пенсионер,0.0,1.0,9302,14,СПб,высшее,0
53.0,13044.0,пенсионер,0.0,2.0,2240,14,СПб,высшее,0
50.0,53374.0,ИП,0.0,2.0,19455,30,ЕКБ,среднее_специальное,1
40.0,39178.0,наемный,0.0,1.0,8244,14,,,0
67.0,78146.0,ИП,0.0,0.0,31938,21,СПб,среднее_специальное,0
62.0,41008.0,наемный,0.0,2.0,10892,30,НСК,высшее,0
19.0,56546.0,наемный,1.0,2.0,14665,14,ЕКБ,высшее,1
58.0,62203.0,ИП,1.0,4.0,24796,21,НСК,,0
38.0,36129.0,наемный,0.0,4.0,9759,14,Москва,среднее,0
19.0,25393.0,студент,0.0,1.0,9791,7,СПб,высшее,1
44.0,44370.0,наемный,1.0,3.0,19612,21,СПб,высшее,0
26.0,53572.0,ИП,0.0,1.0,8290,30,НСК,неоконченное,0
18.0,44705.0,наемный,0.0,1.0,13036,7,Москва,среднее,0
28.0,7074.0,студент,0.0,2.0,3381,21,НСК,высшее,0
20.0,20109.0,наемный,0.0,2.0,8543,7,НСК,высшее,1
,49359.0,наемный,0.0,5.0,24158,14,,высшее,0
40.0,50949.0,наемный,1.0,2.0,22627,21,,среднее,0
43.0,58379.0,наемный,0.0,1.0,13082,14,ЕКБ,высшее,0
,44221.0,наемный,0.0,1.0,7591,14,НСК,среднее_специальное,0
35.0,37512.0,наемный,0.0,3.0,6910,7,ЕКБ,высшее,0
23.0,48349.0,наемный,1.0,3.0,9029,30,ЕКБ,среднее,1
52.0,48498.0,наемный,1.0,2.0,6319,14,НСК,среднее_специальное,1
39.0,56382.0,наемный,0.0,1.0,26088,7,НСК,среднее_специальное,0
60.0,24553.0,пенсионер,1.0,2.0,7390,7,ЕКБ,,0
32.0,58344.0,ИП,0.0,4.0,8197,14,НСК,среднее_специальное,0
,7844.0,безработный,0.0,2.0,3177,14,Москва,среднее,0
54.0,65374.0,ИП,0.0,3.0,15052,21,НСК,неоконченное,0
69.0,24517.0,наемный,0.0,1.0,3148,30,ЕКБ,неоконченное,0
59.0,47760.0,наемный,0.0,2.0,8401,30,ЕКБ,среднее,0
29.0,45878.0,наемный,0.0,2.0,16654,21,ЕКБ,среднее_специальное,0
64.0,30850.0,пенсионер,0.0,4.0,12883,21,Москва,высшее,0
66.0,11382.0,студент,0.0,0.0,2293,14,НСК,,0
59.0,55329.0,наемный,0.0,3.0,18304,14,Москва,неоконченное,0
55.0,48719.0,наемный,0.0,2.0,4888,21,ЕКБ,неоконченное,0
35.0,33929.0,наемный,0.0,3.0,7171,7,ЕКБ,высшее,1
62.0,34108.0,наемный,0.0,2.0,5888,14,ЕКБ,среднее_специальное,0
,31203.0,наемный,1.0,3.0,4075,30,СПб,,0
47.0,45512.0,наемный,1.0,1.0,13360,14,НСК,среднее_специальное,0
41.0,5000.0,студент,0.0,3.0,1762,14,НСК,высшее,1
59.0,50833.0,наемный,0.0,3.0,6026,30,НСК,среднее,0
47.0,23229.0,студент,0.0,0.0,3604,21,,,1
,6209.0,безработный,1.0,2.0,2936,14,ЕКБ,высшее,1
23.0,13144.0,безработный,0.0,1.0,2487,21,ЕКБ,среднее,1
20.0,60166.0,ИП,1.0,3.0,24306,7,НСК,высшее,0
33.0,68839.0,ИП,0.0,1.0,27473,7,НСК,высшее,0
24.0,76093.0,ИП,1.0,3.0,17397,30,НСК,среднее,0
69.0,43145.0,ИП,0.0,1.0,7837,21,НСК,неоконченное,0
,36818.0,наемный,1.0,3.0,7274,30,НСК,среднее_специальное,1
26.0,7339.0,студент,0.0,1.0,2395,30,ЕКБ,среднее_специальное,1
32.0,5000.0,безработный,1.0,3.0,1262,14,ЕКБ,,1
38.0,10148.0,безработный,0.0,2.0,3026,30,ЕКБ,среднее,1
52.0,29277.0,пенсионер,0.0,1.0,12432,21,Москва,высшее,0
,37213.0,наемный,1.0,3.0,11198,14,НСК,высшее,0
44.0,24553.0,наемный,1.0,1.0,12229,21,НСК,среднее_специальное,0
19.0,68740.0,наемный,0.0,2.0,25181,14,СПб,среднее,0
52.0,42661.0,наемный,0.0,2.0,7802,14,НСК,неоконченное,0
35.0,26116.0,пенсионер,1.0,1.0,7829,7,ЕКБ,среднее_специальное,0
31.0,29020.0,наемный,1.0,2.0,12344,14,СПб,,0
37.0,42607.0,наемный,0.0,1.0,7981,14,СПб,высшее,0
35.0,38357.0,наемный,0.0,5.0,15027,7,ЕКБ,высшее,0
27.0,21114.0,наемный,1.0,,2393,21,Москва,среднее_специальное,0
42.0,49297.0,ИП,,1.0,23517,21,ЕКБ,,0
19.0,32949.0,пенсионер,1.0,2.0,12037,14,СПб,среднее_специальное,0
42.0,59440.0,наемный,1.0,4.0,9809,30,НСК,среднее,0
50.0,43671.0,наемный,1.0,2.0,19639,21,НСК,среднее_специальное,1
53.0,51030.0,наемный,1.0,1.0,6773,30,НСК,среднее_специальное,0
